Name,Address 1,City,State,ZipCode,DistanceFromSearchedZipCode,SearchedZipCode,ServiceType,Phone,Hours,County
First Southern Baptist Church,8600 W 91st Terrace,Overland,Park,KS,Distance: 4.70 Miles,66202, Pantry,913-381-0467,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 3:00 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 3:00 PM
Thursday - every week
9:00 AM - 3:00 PM
Closed
Sunday, Friday, Saturday",Johnson
Church of the Resurrection OP,8412 W 95th Street,Overland,Park,KS,Distance: 4.70 Miles,66202, Pantry,913-642-4400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
Wednesday - every week
6:00 PM - 8:00 PM
Closed
Sunday, Tuesday, Thursday, Friday, Saturday",Johnson
Catholic Charities,9806 W 87th Street,Overland,Park,KS,Distance: 4.70 Miles,66202, Pantry,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Johnson
Salvation Army,500 W 39th Street,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-753-6040,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 2:30 PM
Wednesday - every week
10:00 AM - 11:00 AM
Thursday - every week
1:30 PM - 2:30 PM
Closed
Sunday, Monday, Friday, Saturday",Johnson
Heart of America Indian Center,600 W 39th Street,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-421-7608,"PLEASE CALL TO CONFIRM HOURS
Tuesday - Weekly - By appointment only
10:00 AM - 1:30 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Guardian Angels Church,1310 Westport Road,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-931-4351,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
Tuesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Thursday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Closed
Sunday, Friday, Saturday",Johnson
Redemptorist Center,207 W Linwood Boulevard,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-931-9942,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
10:00 AM - 12:00 PM
Tuesday - every week
10:00 AM - 12:00 PM
Wednesday - every week
10:00 AM - 12:00 PM
Thursday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Friday, Saturday",Johnson
Saint Paul's Pantry (KCMO),11 E 40th Street,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-292-8148,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
10:00 AM - 12:00 PM
Wednesday - every week
5:30 PM - 7:30 PM
Friday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Thursday, Saturday",Johnson
Salvation Army,101 W Linwood Boulevard,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-756-2769,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
9:00 AM - 4:30 PM
Thursday - every week
9:00 AM - 4:30 PM
Friday - every week
9:00 AM - 4:30 PM
Closed
Sunday, Monday, Tuesday, Saturday",Johnson
Guardian Angels Church,1310 Westport Road,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-931-4351,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Thursday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Friday, Saturday",Johnson
Heart of America Indian Center,600 West 39th Street,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-421-7608,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Johnson
Saint Paul's Pantry TEFAP,11 East 40th Street,Kansas,City,MO,Distance: 4.80 Miles,66202, Pantry,816-807-6024,"PLEASE CALL TO CONFIRM HOURS
Saturday - Monthly
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Shawnee Community Services,11110 W 67th,Shawnee,KS,66203,Distance: 0.00 Miles,66203, Pantry,913-268-7746,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 5:00 PM
Tuesday - every week
8:00 AM - 5:00 PM
Wednesday - every week
8:00 AM - 5:00 PM
Thursday - every week
8:00 AM - 5:00 PM
Friday - every week
8:00 AM - 5:00 PM
Saturday - every week
8:00 AM - 4:00 PM
Closed
Sunday",Johnson
New City Church,6100 Mastin Street,Merriam,KS,66203,Distance: 0.00 Miles,66203, Moblie Distribution,479-459-6066,"PLEASE CALL TO CONFIRM HOURS
Saturday - 4th Week
9:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
City of Mission Kansas,7401 Johnson Drive,Overland,Park,KS,Distance: 1.60 Miles,66203, Moblie Distribution,913-433-6665,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
7:30 AM - until food runs out
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Santa Fe Waystation,6422 Santa Fe Drive,Overland,Park,KS,Distance: 1.60 Miles,66203, Pantry,913-722-2310,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
5:00 PM - 7:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Johnson
Overland Park Christian Church,7600 W 75 Street,Overland,Park,KS,Distance: 1.90 Miles,66203, Pantry,913-677-4646,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 2nd Week
5:30 PM - 7:30 PM
Saturday - Last Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday",Johnson
Harmon High School,2400 Steele Road,Kansas,City,KS,Distance: 3.30 Miles,66203, Moblie Distribution,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Immanuel Lutheran Church,3232 Metropolitan Avenue,Kansas,City,KS,Distance: 3.30 Miles,66203, Pantry,913-638-3894,"PLEASE CALL TO CONFIRM HOURS
Tuesday - weekly
9:00 AM - 11:30 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
New Life Family Church,4835 Shawnee Drive,Kansas,City,KS,Distance: 3.30 Miles,66203, Pantry,913-262-8048,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
1:00 PM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
1:00 PM - 4:00 PM
Thursday - every week
1:00 PM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday",Johnson
Metropolitan Avenue United,3730 Metropolitan Avenue,Kansas,City,KS,Distance: 3.30 Miles,66203, Pantry,913-831-4531,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
Wednesday - Last Week
4:30 PM - 6:30 PM
Closed
Sunday, Monday, Thursday, Friday, Saturday",Johnson
First Spanish Pantry,3040 S 51st Street,Kansas,City,KS,Distance: 3.30 Miles,66203, Pantry,913-362-5207,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 3rd Week
6:00 PM - 8:00 PM
Saturday - 3rd Week
8:00 AM - 9:00 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Johnson
Catholic Charities,1708 Steele Road,Kansas,City,KS,Distance: 3.30 Miles,66203, Pantry,913-433-2100,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
10:30 AM - 6:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Tuesday, Saturday",Johnson
Church of the Resurrection OP,8412 W 95th Street,Overland,Park,KS,Distance: 4.30 Miles,66203, Pantry,913-642-4400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
Wednesday - every week
6:00 PM - 8:00 PM
Closed
Sunday, Tuesday, Thursday, Friday, Saturday",Johnson
Catholic Charities,9806 W 87th Street,Overland,Park,KS,Distance: 4.30 Miles,66203, Pantry,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Johnson
First Southern Baptist Church,8600 W 91st Terrace,Overland,Park,KS,Distance: 4.30 Miles,66203, Pantry,913-381-0467,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 3:00 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 3:00 PM
Thursday - every week
9:00 AM - 3:00 PM
Closed
Sunday, Friday, Saturday",Johnson
ReNewed Hope Food Pantry,8714 Antioch Road,Overland,Park,KS,Distance: 4.30 Miles,66203, Pantry,913-263-2802,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
3:00 PM - 5:00 PM
Tuesday - every week
10:00 AM - 12:00 PM
Closed
Monday, Wednesday, Thursday, Friday, Saturday",Johnson
ReNewed Hope Mobile Dist.,8714 Antioch Road,Overland,Park,KS,Distance: 4.30 Miles,66203, Moblie Distribution,913-263-2802,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Franklin Center Inc.,1403 Metropolitan Avenue,Kansas,City,KS,Distance: 4.50 Miles,66203, Moblie Distribution,913-213-3250,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 2nd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Johnson
Our Savior Lutheran Church,4153 Rainbow Boulevard,Kansas,City,KS,Distance: 4.50 Miles,66203, Pantry,913-236-6228,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:15 AM
Tuesday - every week
9:00 AM - 11:15 AM
Wednesday - every week
9:00 AM - 11:15 AM
Closed
Sunday, Thursday, Friday, Saturday",Johnson
Hindu Temple,6330 Lackman Road,Shawnee,KS,66217,Distance: 4.50 Miles,66203, Moblie Distribution,913-631-7519,"PLEASE CALL TO CONFIRM HOURS
Thursday - 2nd Week
3:30 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Overland Park Christian Church,7600 W 75 Street,Overland,Park,KS,Distance: 0.00 Miles,66204, Pantry,913-677-4646,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 2nd Week
5:30 PM - 7:30 PM
Saturday - Last Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday",Johnson
Shawnee Community Services,11110 W 67th,Shawnee,KS,66203,Distance: 1.90 Miles,66204, Pantry,913-268-7746,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 5:00 PM
Tuesday - every week
8:00 AM - 5:00 PM
Wednesday - every week
8:00 AM - 5:00 PM
Thursday - every week
8:00 AM - 5:00 PM
Friday - every week
8:00 AM - 5:00 PM
Saturday - every week
8:00 AM - 4:00 PM
Closed
Sunday",Johnson
New City Church,6100 Mastin Street,Merriam,KS,66203,Distance: 1.90 Miles,66204, Moblie Distribution,479-459-6066,"PLEASE CALL TO CONFIRM HOURS
Saturday - 4th Week
9:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
City of Mission Kansas,7401 Johnson Drive,Overland,Park,KS,Distance: 2.20 Miles,66204, Moblie Distribution,913-433-6665,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
7:30 AM - until food runs out
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Santa Fe Waystation,6422 Santa Fe Drive,Overland,Park,KS,Distance: 2.20 Miles,66204, Pantry,913-722-2310,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
5:00 PM - 7:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Johnson
Church of the Resurrection OP,8412 W 95th Street,Overland,Park,KS,Distance: 2.50 Miles,66204, Pantry,913-642-4400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
Wednesday - every week
6:00 PM - 8:00 PM
Closed
Sunday, Tuesday, Thursday, Friday, Saturday",Johnson
Catholic Charities,9806 W 87th Street,Overland,Park,KS,Distance: 2.50 Miles,66204, Pantry,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Johnson
First Southern Baptist Church,8600 W 91st Terrace,Overland,Park,KS,Distance: 2.50 Miles,66204, Pantry,913-381-0467,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 3:00 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 3:00 PM
Thursday - every week
9:00 AM - 3:00 PM
Closed
Sunday, Friday, Saturday",Johnson
ReNewed Hope Food Pantry,8714 Antioch Road,Overland,Park,KS,Distance: 2.50 Miles,66204, Pantry,913-263-2802,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
3:00 PM - 5:00 PM
Tuesday - every week
10:00 AM - 12:00 PM
Closed
Monday, Wednesday, Thursday, Friday, Saturday",Johnson
ReNewed Hope Mobile Dist.,8714 Antioch Road,Overland,Park,KS,Distance: 2.50 Miles,66204, Moblie Distribution,913-263-2802,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Leawood Presbyterian Church,2715 W 83rd Street,Leawood,KS,66206,Distance: 4.20 Miles,66204, Pantry,913-649-1144,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
New Vision COGIC,9609 Pflumm Road,Lenexa,KS,66215,Distance: 4.40 Miles,66204, Pantry,913-438-8757,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
5:00 PM - 6:30 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Johnson
Salem Lutheran Church,9135 Haskins,Lenexa,KS,66215,Distance: 4.40 Miles,66204, Pantry,913-888-5051,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
8:15 AM - 9:15 AM
5:00 PM - 7:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Our Savior Lutheran Church,4153 Rainbow Boulevard,Kansas,City,KS,Distance: 1.70 Miles,66205, Pantry,913-236-6228,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:15 AM
Tuesday - every week
9:00 AM - 11:15 AM
Wednesday - every week
9:00 AM - 11:15 AM
Closed
Sunday, Thursday, Friday, Saturday",Johnson
Franklin Center Inc.,1403 Metropolitan Avenue,Kansas,City,KS,Distance: 1.70 Miles,66205, Moblie Distribution,913-213-3250,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 2nd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Johnson
Santa Fe Waystation,6422 Santa Fe Drive,Overland,Park,KS,Distance: 2.00 Miles,66205, Pantry,913-722-2310,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
5:00 PM - 7:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Johnson
City of Mission Kansas,7401 Johnson Drive,Overland,Park,KS,Distance: 2.00 Miles,66205, Moblie Distribution,913-433-6665,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
7:30 AM - until food runs out
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Community Christian Church,4601 Main Street,Kansas,City,MO,Distance: 2.20 Miles,66205, Pantry,816-561-6531,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 2nd and 3rd Week
9:00 AM - 12:00 PM
Thursday - 2nd and 3rd Week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Wednesday, Friday, Saturday",Johnson
Salvation Army,500 W 39th Street,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-753-6040,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 2:30 PM
Wednesday - every week
10:00 AM - 11:00 AM
Thursday - every week
1:30 PM - 2:30 PM
Closed
Sunday, Monday, Friday, Saturday",Johnson
Heart of America Indian Center,600 W 39th Street,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-421-7608,"PLEASE CALL TO CONFIRM HOURS
Tuesday - Weekly - By appointment only
10:00 AM - 1:30 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Guardian Angels Church,1310 Westport Road,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-931-4351,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
Tuesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Thursday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Closed
Sunday, Friday, Saturday",Johnson
Redemptorist Center,207 W Linwood Boulevard,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-931-9942,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
10:00 AM - 12:00 PM
Tuesday - every week
10:00 AM - 12:00 PM
Wednesday - every week
10:00 AM - 12:00 PM
Thursday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Friday, Saturday",Johnson
Salvation Army,101 W Linwood Boulevard,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-756-2769,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
9:00 AM - 4:30 PM
Thursday - every week
9:00 AM - 4:30 PM
Friday - every week
9:00 AM - 4:30 PM
Closed
Sunday, Monday, Tuesday, Saturday",Johnson
Guardian Angels Church,1310 Westport Road,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-931-4351,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Thursday - every week
9:00 AM - 12:00 PM
1:00 PM - 3:00 PM
Closed
Sunday, Monday, Friday, Saturday",Johnson
Heart of America Indian Center,600 West 39th Street,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-421-7608,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Johnson
Saint Paul's Pantry TEFAP,11 East 40th Street,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-807-6024,"PLEASE CALL TO CONFIRM HOURS
Saturday - Monthly
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Saint Paul's Pantry (KCMO),11 E 40th Street,Kansas,City,MO,Distance: 2.90 Miles,66205, Pantry,816-292-8148,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
10:00 AM - 12:00 PM
Wednesday - every week
5:30 PM - 7:30 PM
Friday - every week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Thursday, Saturday",Johnson
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 3.20 Miles,66205, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Johnson
Cross Lines Community,736 Shawnee Avenue,Kansas,City,KS,Distance: 3.20 Miles,66205, Pantry,913-281-3388,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
1:00 PM - 4:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Johnson
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 3.20 Miles,66205, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Johnson
Saint Francis Xavier,1001 E 52nd Street,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-381-9174,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 1:00 PM
Wednesday - every week
9:00 AM - 1:00 PM
Thursday - every week
11:00 AM - 4:00 PM
Friday - every week
9:00 AM - 1:00 PM
Closed
Sunday, Tuesday, Saturday",Johnson
Saint James United Methodist,5540 Wayne Avenue,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-444-5588,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 2nd, 3rd, 4th Week
5:00 PM - 6:30 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Johnson
Bishop Sullivan - Troost,3936 Troost Avenue,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-561-8515,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:30 PM
Tuesday - every week
9:00 AM - 12:30 PM
Wednesday - every week
9:00 AM - 12:30 PM
Thursday - every week
9:00 AM - 12:30 PM
Closed
Sunday, Friday, Saturday",Johnson
Christian Fellowship BC,4509 Troost Avenue,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-561-7791,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:30 AM - 11:30 AM
Thursday - every week
10:00 AM - 1:00 PM
Closed
Sunday, Monday, Wednesday, Friday, Saturday",Johnson
Sunlight Missionary Baptist,4444 Woodland Avenue,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-921-4159,"PLEASE CALL TO CONFIRM HOURS
Friday - every week
12:30 PM - 2:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Saturday",Johnson
Immanuel Lutheran Church,4205 Tracy Avenue,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-561-0561,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:30 AM - 12:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Kangaroo Pantry UMKC,4825 Troost Room 103,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-235-1407,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
2:30 PM - 5:30 PM
Wednesday - every week
1:00 PM - 4:00 PM
Closed
Sunday, Monday, Thursday, Friday, Saturday",Johnson
Bishop Sullivan Center,3936 Troost,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-561-8515,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:30 PM
Tuesday - every week
9:00 AM - 12:30 PM
Wednesday - every week
9:00 AM - 12:30 PM
Thursday - every week
9:00 AM - 12:30 PM
Closed
Sunday, Friday, Saturday",Johnson
Bishop Sullivan Center,3936 Troost,Kansas,City,MO,Distance: 3.30 Miles,66205, On-site Meals,816-561-8515,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:30 PM
Tuesday - every week
9:00 AM - 12:30 PM
Wednesday - every week
9:00 AM - 12:30 PM
Thursday - every week
9:00 AM - 12:30 PM
Closed
Sunday, Friday, Saturday",Johnson
Bishop Sullivan - Troost,3936 Troost Avenue,Kansas,City,MO,Distance: 3.30 Miles,66205, On-site Meals,816-561-8515,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
4:30 PM - 6:00 PM
Tuesday - every week
4:30 PM - 6:00 PM
Wednesday - every week
4:30 PM - 6:00 PM
Thursday - every week
4:30 PM - 6:00 PM
Friday - every week
4:30 PM - 6:00 PM
Closed
Sunday, Saturday",Johnson
Saint Francis Xavier,1001 East 52nd Street,Kansas,City,MO,Distance: 3.30 Miles,66205, Pantry,816-523-5115,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
11:00 AM - 4:00 PM
Wednesday - every week
11:00 AM - 2:00 PM
Thursday - every week
11:00 AM - 4:00 PM
Friday - every week
11:00 AM - 3:00 PM
Closed
Sunday, Tuesday, Saturday",Johnson
Shawnee Community Services,11110 W 67th,Shawnee,KS,66203,Distance: 3.50 Miles,66205, Pantry,913-268-7746,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 5:00 PM
Tuesday - every week
8:00 AM - 5:00 PM
Wednesday - every week
8:00 AM - 5:00 PM
Thursday - every week
8:00 AM - 5:00 PM
Friday - every week
8:00 AM - 5:00 PM
Saturday - every week
8:00 AM - 4:00 PM
Closed
Sunday",Johnson
New City Church,6100 Mastin Street,Merriam,KS,66203,Distance: 3.50 Miles,66205, Moblie Distribution,479-459-6066,"PLEASE CALL TO CONFIRM HOURS
Saturday - 4th Week
9:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Overland Park Christian Church,7600 W 75 Street,Overland,Park,KS,Distance: 3.80 Miles,66205, Pantry,913-677-4646,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 2nd Week
5:30 PM - 7:30 PM
Saturday - Last Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday",Johnson
Linwood United Church,3151 Olive Street,Kansas,City,MO,Distance: 4.10 Miles,66205, On-site Meals,816-923-3213,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
12:30 PM - 1:30 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Johnson
Victorious Life Church,3400 Paseo Boulevard,Kansas,City,MO,Distance: 4.10 Miles,66205, Moblie Distribution,816-561-3619,"PLEASE CALL TO CONFIRM HOURS
Saturday - 5th Week
10:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
True Light Family Resource,712 E 31st Street,Kansas,City,MO,Distance: 4.10 Miles,66205, On-site Meals,816-561-1700,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 5:30 PM
Tuesday - every week
8:30 AM - 5:30 PM
Wednesday - every week
8:30 AM - 5:30 PM
Thursday - every week
8:30 AM - 5:30 PM
Friday - every week
8:30 AM - 5:30 PM
Saturday - every week
8:30 AM - 5:30 PM
Closed
Sunday",Johnson
